Program,Paragraph,Line,LocationTag,PathCondition,StatementKind,TargetVariable,FormulaOrValue
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,OUT-IMPUTED-MAP,H-OUT-IMPUTED-MAP
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,OUT-FIX-DOLLAR-LOSS,H-OUT-FIX-DOLLAR-LOSS
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,OUT-LOSS-SHARING-PCT,H-OUT-LOSS-SHARING-PCT
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,OUT-PREDICTED-MAP,H-OUT-PREDICTED-MAP
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,CR-BSA-MULTIPLIER,CR-BSA
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,CR-BMI-MULTIPLIER,CR-BMI-LT-18-5
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,A-49-CENT-DRUG-ADJ,A-49-CENT-PART-D-DRUG-ADJ
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,PPS-CM-BSA,CM-BSA
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,PPS-CM-BMI-LT-18-5,CM-BMI-LT-18-5
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,PPS-BUN-BASE-PMT-RATE,BUNDLED-BASE-PMT-RATE
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,PPS-BUN-CBSA-W-INDEX,BUN-CBSA-W-INDEX
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,BUN-ADJUSTED-BASE-WAGE-AMT,H-BUN-ADJUSTED-BASE-WAGE-AMT
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,PPS-BUN-WAGE-ADJ-TRAIN-AMT,H-BUN-WAGE-ADJ-TRAINING-AMT
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,PPS-TRAINING-ADD-ON-PMT-AMT,TRAINING-ADD-ON-PMT-AMT
ESCAL151,9100-MOVE-RESULTS,1955,ESCAL151:L1955,IF MOVED-CORMORBIDS = SPACES THEN NEXT SENTENCE AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN AND IF P-QIP-REDUCTION = ' ' THEN NEXT SENTENCE AND IF BUNDLED-TEST THEN AND IF P-PROV-WAIVE-BLEND-PAY-INDIC = 'N' THEN,MOVE,COM-PAYMENT-RATE,H-PAYMENT-RATE
ESCAL160,0000-START-TO-FINISH,619,ESCAL160:L619,ALWAYS (Unconditional),INITIALIZE,PPS-DATA-ALL,DEFAULT_INITIAL_VALUES
ESCAL160,0000-START-TO-FINISH,622,ESCAL160:L622,ALWAYS (Unconditional),MOVE,P-PROV-WAIVE-BLEND-PAY-INDIC,'Y'
ESCAL160,0000-START-TO-FINISH,624,ESCAL160:L624,IF BUNDLED-TEST THEN,INITIALIZE,BILL-DATA-TEST,DEFAULT_INITIAL_VALUES
ESCAL160,0000-START-TO-FINISH,624,ESCAL160:L624,IF BUNDLED-TEST THEN,INITIALIZE,COND-CD-73,DEFAULT_INITIAL_VALUES
ESCAL160,0000-START-TO-FINISH,628,ESCAL160:L628,IF BUNDLED-TEST THEN,MOVE,PPS-CALC-VERS-CD,CAL-VERSION
ESCAL160,0000-START-TO-FINISH,629,ESCAL160:L629,IF BUNDLED-TEST THEN,MOVE,PPS-RTC,ZEROS
ESCAL160,0000-START-TO-FINISH,633,ESCAL160:L633,IF BUNDLED-TEST THEN AND IF PPS-RTC = 00 THEN,COMPUTE,H-PATIENT-AGE,B-THRU-CCYY - B-DOB-CCYY
ESCAL160,0000-START-TO-FINISH,633,ESCAL160:L633,IF BUNDLED-TEST THEN AND IF PPS-RTC = 00 THEN AND IF B-DOB-MM > B-THRU-MM THEN,COMPUTE,H-PATIENT-AGE,H-PATIENT-AGE - 1
ESCAL160,0000-START-TO-FINISH,633,ESCAL160:L633,IF BUNDLED-TEST THEN AND IF PPS-RTC = 00 THEN AND IF B-DOB-MM > B-THRU-MM THEN AND IF H-PATIENT-AGE < 18 THEN,MOVE,PEDIATRIC-TRACK,"""Y"""
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,654,ESCAL160:L654,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE,MOVE,PPS-RTC,52
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,660,ESCAL160:L660,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN,MOVE,PPS-RTC,53
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,666,ESCAL160:L666,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN,MOVE,PPS-RTC,54
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,672,ESCAL160:L672,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC),MOVE,PPS-RTC,55
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,678,ESCAL160:L678,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC),MOVE,PPS-RTC,56
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,684,ESCAL160:L684,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE,MOVE,PPS-RTC,57
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,693,ESCAL160:L693,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ',MOVE,PPS-RTC,58
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,699,ESCAL160:L699,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN,MOVE,PPS-RTC,53
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,709,ESCAL160:L709,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00,MOVE,PPS-RTC,71
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,715,ESCAL160:L715,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00 AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-WGT > 500.00 THEN,MOVE,PPS-RTC,72
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,726,ESCAL160:L726,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00 AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-WGT > 500.00 THEN AND IF PPS-RTC = 00 THEN AND IF (B-CLAIM-NUM-DIALYSIS-SESSIONS = ZERO) OR (B-CLAIM-NUM-DIALYSIS-SESSIONS NOT NUMERIC) THEN,MOVE,PPS-RTC,73
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,733,ESCAL160:L733,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00 AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-WGT > 500.00 THEN AND IF PPS-RTC = 00 THEN AND IF (B-CLAIM-NUM-DIALYSIS-SESSIONS = ZERO) OR (B-CLAIM-NUM-DIALYSIS-SESSIONS NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-LINE-ITEM-DATE-SERVICE = ZERO) OR (B-LINE-ITEM-DATE-SERVICE NOT NUMERIC) THEN,MOVE,PPS-RTC,74
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,740,ESCAL160:L740,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00 AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-WGT > 500.00 THEN AND IF PPS-RTC = 00 THEN AND IF (B-CLAIM-NUM-DIALYSIS-SESSIONS = ZERO) OR (B-CLAIM-NUM-DIALYSIS-SESSIONS NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-LINE-ITEM-DATE-SERVICE = ZERO) OR (B-LINE-ITEM-DATE-SERVICE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-DIALYSIS-START-DATE NOT NUMERIC) THEN,MOVE,PPS-RTC,75
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,746,ESCAL160:L746,IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00 AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-WGT > 500.00 THEN AND IF PPS-RTC = 00 THEN AND IF (B-CLAIM-NUM-DIALYSIS-SESSIONS = ZERO) OR (B-CLAIM-NUM-DIALYSIS-SESSIONS NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-LINE-ITEM-DATE-SERVICE = ZERO) OR (B-LINE-ITEM-DATE-SERVICE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-DIALYSIS-START-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-TOT-PRICE-SB-OUTLIER NOT NUMERIC) THEN,MOVE,PPS-RTC,76
ESCAL160,1000-VALIDATE-BILL-ELEMENTS,763,ESCAL160:L763,"IF P-PROV-TYPE = '40' OR '41' OR '05' THEN NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF P-SPEC-PYMT-IND NOT = '1' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF (B-DOB-DATE = ZERO) OR (B-DOB-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-WGT = 0) OR (B-PATIENT-WGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF (B-PATIENT-HGT = 0) OR (B-PATIENT-HGT NOT NUMERIC) AND IF PPS-RTC = 00 THEN AND IF B-REV-CODE = '0821' OR '0831' OR '0841' OR '0851' OR '0881' NEXT SENTENCE AND IF PPS-RTC = 00 THEN AND IF B-COND-CODE NOT = '73' AND '74' AND ' ' AND IF PPS-RTC = 00 THEN AND IF P-QIP-REDUCTION NOT = '1' AND '2' AND '3' AND '4' AND ' ' THEN AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-HGT > 300.00 AND IF PPS-RTC = 00 THEN AND IF B-PATIENT-WGT > 500.00 THEN AND IF PPS-RTC = 00 THEN AND IF (B-CLAIM-NUM-DIALYSIS-SESSIONS = ZERO) OR (B-CLAIM-NUM-DIALYSIS-SESSIONS NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-LINE-ITEM-DATE-SERVICE = ZERO) OR (B-LINE-ITEM-DATE-SERVICE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-DIALYSIS-START-DATE NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF (B-TOT-PRICE-SB-OUTLIER NOT NUMERIC) THEN AND IF PPS-RTC = 00 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES OR ""10"" OR ""20"" OR ""40"" OR ""50"" OR ""60"" THEN NEXT SENTENCE",MOVE,PPS-RTC,81
ESCAL160,1200-INITIALIZATION,773,ESCAL160:L773,ALWAYS (Unconditional),INITIALIZE,HOLD-COMP-RATE-PPS-COMPONENTS,DEFAULT_INITIAL_VALUES
ESCAL160,1200-INITIALIZATION,774,ESCAL160:L774,ALWAYS (Unconditional),INITIALIZE,HOLD-BUNDLED-PPS-COMPONENTS,DEFAULT_INITIAL_VALUES
ESCAL160,1200-INITIALIZATION,775,ESCAL160:L775,ALWAYS (Unconditional),INITIALIZE,HOLD-OUTLIER-PPS-COMPONENTS,DEFAULT_INITIAL_VALUES
ESCAL160,1200-INITIALIZATION,776,ESCAL160:L776,ALWAYS (Unconditional),INITIALIZE,PAID-RETURN-CODE-TRACKERS,DEFAULT_INITIAL_VALUES
ESCAL160,1200-INITIALIZATION,778,ESCAL160:L778,ALWAYS (Unconditional),MOVE,MOVED-CORMORBIDS,SPACES
ESCAL160,1200-INITIALIZATION,780,ESCAL160:L780,IF P-QIP-REDUCTION = ' ' THEN,MOVE,QIP-REDUCTION,1.000
ESCAL160,1200-INITIALIZATION,780,ESCAL160:L780,IF P-QIP-REDUCTION = ' ' THEN AND IF P-QIP-REDUCTION = '1' THEN,MOVE,QIP-REDUCTION,0.995
ESCAL160,1200-INITIALIZATION,780,ESCAL160:L780,IF P-QIP-REDUCTION = ' ' THEN AND IF P-QIP-REDUCTION = '1' THEN AND IF P-QIP-REDUCTION = '2' THEN,MOVE,QIP-REDUCTION,0.990
ESCAL160,1200-INITIALIZATION,780,ESCAL160:L780,IF P-QIP-REDUCTION = ' ' THEN AND IF P-QIP-REDUCTION = '1' THEN AND IF P-QIP-REDUCTION = '2' THEN AND IF P-QIP-REDUCTION = '3' THEN,MOVE,QIP-REDUCTION,0.985
ESCAL160,1200-INITIALIZATION,780,ESCAL160:L780,IF P-QIP-REDUCTION = ' ' THEN AND IF P-QIP-REDUCTION = '1' THEN AND IF P-QIP-REDUCTION = '2' THEN AND IF P-QIP-REDUCTION = '3' THEN,MOVE,QIP-REDUCTION,0.980
